"Max_Temp","Mean_Max_Temp","Min_Temp","Mean_Temp","Node","WeekDate"
25.6501,22.8744142857143,12.689,18.1162952380952,"F45B",20160605
26.4744,22.9820714285714,14.568,18.8583166666667,"F45B",20160611
31.3622,28.7247142857143,14.0745,22.1902529761905,"F45B",20160618
29.206,27.0974857142857,17.085,22.7949922619048,"F45B",20160625
30.4514,25.6481857142857,14.9415,20.5999714285714,"F45B",20160702
24.0177,23.5490857142857,16.908,20.4863511904762,"F45B",20160709
25.0914,24.1402571428571,16.5191,20.7482595238095,"F45B",20160716
25.0821,24.558,18.0958,21.4757244047619,"F45B",20160723
24.9159,23.6028571428571,15.7815,19.9274601190476,"F45B",20160730
26.7557,25.2001857142857,15.2027,19.5427619047619,"F45B",20160806
26.4093,25.6432142857143,13.6653,19.1466232142857,"F45B",20160813
25.1036,24.7338,14.248,18.5349404761905,"F45B",20160820
26.0068,24.9575,14.7014,19.0202339285714,"F45B",20160827
25.1501,24.3210857142857,13.1543,17.8982964285714,"F45B",20160903
24.4525,22.9152857142857,11.8616,16.4925267857143,"F45B",20160910
25.9689,24.3139,12.5794,17.6113636904762,"F45B",20160917
25.9056,24.7932,12.6581,17.7272595238095,"F45B",20160924
23.7256,22.9831857142857,10.0342,15.7048875,"F45B",20161001
22.7686,21.8531857142857,11.0392,15.3575053571429,"F45B",20161008
